84	Agriculture	cultivated,agricultural,maize,corn,fruit,wheat,agriculture,cultivar,olive,livestock,mammal,honeybee,potato,poultry,solanum,bee,cornbread,beekeeping,honeycrop,cherimoya,potatoe,oleaceae,beekeeper,cherimola,pig,honey,cornstarch,beehive,beeline,porcine,beewolf,cornmeal,corncob,beeswax,sugarcane,maizegdb,cereal,chirimuya,cattle,grain,honeycomb,umbonata,oleae,annonaceae,hive,buffalo,chicken,sorghum,rice,cornstalk,popcorn,strawberry,nectar,flour,plumage,rodent,vegetable,breeding,fowl,solanaceae,cavy,olea,mammalian,pear,nutrition,hamster,cavia,banana,buffalopedia,caviae,rabbit,polyphenols,river,botanical,citrus,polyphenol,bubalus,freshwater,mellifera,hen,breed,insect,apidae,planting,pollen,amnuaydechkorn,kapi,soybean,produce,agrarian,bird,rosemary,phytochemical,corporation,agriculturalist,oily,squash,tree,patatas,cultivation,sprout,oil,duck,crossbred,phylogenetic,egg,pandanus,crossbreed,wildlife,goose
111	Amphibians and Reptiles	reptile,lizard,salamander,fossil,frog,prehistoric,snake,ambystomatidae,paleontology,serpent,crocodile,rana,amphibian,ichthyosaurians,crocodilian,vertebrate,crocodylians,paleontologist,alligatoridae,plethodontidae,ichthyosaurian,fauna,zoological,ichthyosauridae,newt,ichthyosaurus,invertebrate,ichthyosauromorphs,scaphiopodidae,alligator,ichthyosauriformes,emydidae,prey,mammal,labyrinthodontia,crotaphytus,labyrinthodont,alligatorid,ichthyosaur,ichthyosauriform,ichthyosauromorpha,dermochelyidae,ichthys,ichthyosauria,cobra,alligatoroidea,archegosauridae,alligatoroids,ichthypterygian,ichthyopterygia,ichthyopterygian,nigersaurus,thecodontosaurus,isfjordosaurus,shonisauridae,turtle,ophthalmosauridae,proteosaurus,euichthyosaurs,shonisaurus,dimetrodon,tappenosaurus,secodontosaurus,dermochelys,labyrintodonts,archegosauroidea,triassic,sphenacodontidae,naja,genesis,phylogeny,sarcosuchus,phylogenetic,edaphosaurus,crocodylian,dinosaur,idahoensis,paleobiology,clade,dermochelyids,eden,dimetrodont,phylogenetically,miocene,crocodylomorphs,naosaurus,anatomical,paleozoic,ouranosaurus,cheloniidae,solenodonsaurus,cretaceous,leatherback,testament,crustacean,albertosaurus,cephalopod,rhyacotritonidae,mastodonsauroidea,staphylinidae,snakebite,ichthyostegalians,venom,permian,purussaurus,nagula,coriacea,rattlesnake,crocodylia,stegocephalia,niger,histeridae,elapidae,toad,dicamptodontidae,naaga,dragon,wildlife,mythology,karachiensis,nagapambu,nagu,nagaya,naagula,venomoid,gator,ambystoma,boidae,elegans,elongatus,revelation,indian,jellyfish,leathery,naga,forested,rainforest,everglades,ecosystem,manatee,snout
265	Astronomy	astronomer,astronomy,astrophysicist,mathematician,astronomical,cosmological,nasa,cosmologist,copernicus,astrophysical,astrophysics,telescope,observatory,earthviewer,keplerian,spacetime,laplace,galileo,hubble,keplerus,cosmology,timekeeping,timepiece,tian,timescale,relativity,nebula,magnitude,keplerova,time,physicist,keplerplatz,spacecraft,gps,laplacian,terravision,earth,astrologer,globe,relativistic,planck,scale,clock,astrofizika,satellite,extragalactic,astrology,anachronism,astronomi,timeline,ambartsumian,ruler,celestial,ophthalmology,luminosity,timer,mengxi,timeless,shorter,cunzhong,cosmic,cosmos,panorama,rover,mission,galactic,scientist,photogrammetry,universe,hydrodynamica,einstein,sergey,mathematical,netscape,refraction,astronomique,inventor,binocular,orbiter,aberration,terrain,map,landscape,refractive,planetary,planetarium,reconnaissance,shuttle,missile,interplanetary,aerospace
323	Aviation	aviation,airfield,airport,aerospace,aircraft,squadron,boeing,navy,plane,stationed,aeronautical,raf,roosevelt,usafe,airliner,stansted,flew,airplane,wartime,tatraplan,embraer,afbs,heathrow,icelandair,airbase,lockheed,airbus,airline,emb,swissair,airman,automotive,inventor,shipbuilder,vehicle,brasil,ryanair,faa,aerodrome,biplane,lindbergh,pilot,aeronáutica,airborne,flyer,fighter,jetliner,wright,reconnaissance,aeroplane,luftwaffe,flown,flying,aviator,aeronaut,landed
396	Biography/WikiProject Actors and Filmmakers	actor,cast,screenwriter,filmmaker,film,actress,director,oscar,starred,filmography,acting,cameo,bafta,screenplay,cinema,movie,songwriting,songwriter,lyricist,filmmaking,composer,directorial,song,lyric,songbook,portray,musical,detective,filming,documentary,autobiography,altman,artist,poetry,thriller,music,paramount,hollywood,theatre,sitcom,biography
397	Biography/WikiProject Musicians	singer,musician,songwriter,guitarist,frontman,drummer,bassist,vocalist,instrumentalist,grammy,song,dj,rapper,artist,rap,bollywood,rapping,songwriting,striker,rocker,lyricist,metalhead,funk,bhajan,jam,ravindra,musically,composer,lyric,songbook,remix,anton,superstar,beatles,musical,mtv,guitar,hip,remixes,indie,album,band,bandmate,soundgarden,screenwriter,sung,autobiography,remixed,poetry,tune,music
403	Biography/science and academia work group	philosopher,scientist,mathematician,physicist,einstein,theologian,philosophy,antiquity,botany,leibniz,ancient,physiologist,botanist,ornithologist,physician,greek,existentialist,aristotle,astronomer,phycologist,existentialism,gynecologist,taxonomist,bakulya,terminologists,embryologist,novotorzhsky,taxon,hermeneutists,taxonomic,astrophysicist,algologist,plato,mineralogist,hermeneutics,nomenclature,mammalogist,aeronautical,academician,echecratia,librarian,aristotelianism,relativistic,lexicographer,cosmology,teilhard,hermeneutic,monadologie,aircraft,entomologist,biologist,inventor,relativity,theorist,poincare,monadology,aerospace,aviation,zoologist,theology,humanism,aristotelianise,thermodynamicists,library,marxist,naturalist,ontotheology,superfluidity,botanicum,physic,dynamicists,mathematics,quantum,invention,nobel,diamagnetism,chemistry
409	Birds	bird,island,plumage,falconidae,pheasant,wildlife,phalacrocoracidae,bucerotidae,flea,poultry,birdwatching,galliformes,falconiformes,quail,audubon,phasianidae,ardeidae,falconiformesfamily,birdlife,worm,pittidae,sylviidae,gallus,zoological,invasive,sternidae,phylloscopidae,fowl,tropicbird,scolopacidae,ebird,tephrodornithidae,locustellidae,biodiversity,pellorneidae,pestis,froghopper,charadriidae,ceylonensis,fringillidae,chimaeropsyllidae,pelecanidae,hectopsyllidae,grassbirds,avian,parakeet,psittaculidae,zoologist,hen,seabird,breed,nest,grassbird,bred,naturalist,conservationist,robin,duck,egg,goose,feathering
426	Books	novel,trilogy,paperback,miniseries,folklore,book,tolkien,hitchhiker,prophetology,manuscript,historia,antiquity,literature,scripture,folktale,orthodoxy,publication,guidebook,historian,library,documented,newsweekly,medieval,manga,synopsis,encyclopedist,ancient,sequel,encyclopedia,encyclopedic,literary,reading,audiobooks,guide,scholar,novelist,edition,publisher,prequel,biography,history,screenplay,anthropology,trailer,artwork,authorship
475	Business	financier,businessman,roosevelt,richest,forbes,chairman,banking,billionaire,finance,ceo,financial,presidency,treasury,banker,presidential,president,executive,inventor,governor,invention,royal,invent,morganization,industrialist,bank,philanthropist,laboratory,investor,automaker,novelist,bankrupt,carmaker,morganite,bankruptcy,patent,industrial,biographer,estate,writer,automotive,scientist,lab,electrical,grand,founder,invest,electronics,screenwriter,magnate,economist,carnegie,journalist,patented,technological,rich,commerce,senate,corporation,autobiography,industrialized,biography,lender,senatorial,chief,politician,automobile,publisher,grant,delegate,chancellor,bill,
594	Chemicals	pharmacology,sulfur,sulfuric,sulfurous,medication,acidity,sulfide,acid,antiandrogens,sulfate,acidic,androgen,pharmacodynamics,vinegar,estrogenic,ammonia,ethanol,apalutamide,methyltestosterone,methyltestosteron,dexamethasone,sulphuric,ammoniacal,ammonians,ammoniac,methylestradiol,alcohol,basf,acetate,dihydrotestosterone,ammoniaspills,sulfure,ammonium,bicalutamide,sulfuryl,ethyltestosterone,methylandrost,nitrogen,benzodiazepine,darolutamide,sulfured,acetobacterium,acetaldehyde,enzalutamide,acetobutylicum,sulphites,acetic,acidification,gabapentin,metiltestosterone,dioxide,acidicizing,antiandrogenic,acetylation,metiltestosterona,estrogenicity,dex,estrogen,testosterone,inhibitor,dehydroepiandrosterone,acetyl,hormone,steroid,sulfites,sulferox,antiandrogen,acetobacter,nitrogenous,sulphur,ethylene,prednisone,acetone,neurotransmitter,phenethylamine,phenibut,androgenic,depressant,glucocorticoid,gabapentinoid,sulfite,acidified,fludrocortisone,desmethylapalutamide,methane,nitrogenase,odor,pharmacologically,ethyl,pharmacokinetics,anxiolytic,ethylating,nh,hydrocortisone,tianeptine,hydrogen,acetylene,glutamate,anticonvulsant,fermentation,stimulant,methylamine,conjunctivitis,methylprednisolone,nitrosylsulfuric,carbonylation,nhcl,drowsiness,phosphate,gabapentinoids,sulfurozador,phosphorus,metabisulfite,fertilizer,esterification,alkanols,sulfiting,sulfonic,fermented,antineoplastic,superphosphates,antipsychotic,corticosteroid,phenethylamines,acetogenic,cellulose,prescribed,sulfolane,nitrate,methylhydrocortisone,aldehyde,molecule,desulfurization,etoh,solvent,dosage,alkane,ph,prescription,glaucoma,immunosuppressant,inflammation,hydride,pyridine,microbial,fermenting,hydrocarbon,hydrate,prostaglandin,hydrolysis,inflammatory,swelling,pyridyl,contraindication,bayer,gmbh,agrochemical,bosch
620	Christianity	charlemagne,cathedral,pope,babylon,gothic,hymn,theologian,romanesque,assyrian,pastor,theology,santa,arched,liturgy,theological,congregationalist,genesis,christology,carolus,babel,clergy,protestant,gaul,archcathedral,chancel,patriarch,seminary,blasphemed,pentecostal,reformation,anglican,apostle,baroque,methodist,claus,ministry,renaissance,ecclesiastical,scrooge,episcopal,papal,christmas,saint,catholic,monarchy
666	Cities	hamburg,london,berlin,kyiv,riga,lviv,guangzhou,lvivsky,oxford,hamburgische,lvivian,lvivska,lvivians,guangdong,rigata,hamburgisch,baltica,odessa,shenzhen,hamburgo,koln,odessan,catania,vilnius,odessans,zhujiang,huizhou,beijing,oxfordshire,shanghai,quanzhou,aachen,chengdong,tianjin,meizhou,tallinn,fuzhou,bremen,catanian,yunnan,chaozhou,komnenos,düsseldorf,palermo,exeter,saxony,oxenford,schleswig,dresden,hansestadt,latvian,krakowskie,cologne,oxnaford,bundesliga,hammaburg,sanyuan,zhuhai,tiantang,yangcheng,kiev,surrey,essex,catina,borough,rhine,tsar,londoner,catana,catăna,cathedral,wrocław,urban,strasbourg,warburg,moscow,worcester,municipal,athens,tbilisi,suburb,munich,camden,panathinaikos,deutsche,city,frankfurt,władysław,dodecanese,athenian,naples,wilhelmsburg,cambridge,siciliano,catena,birmingham,zoobrücke,istanbul,manchester,milan,westminster,londonium,hampstead,karpathos,stratford,milano,hertford,bristol,greenwich,islington,petersburg,sardinia,gdańsk,aston,luton,hackney,kyivsky,kalymnos,hertfordshire,rostov,kefalianos,district,comune,piazza
677	Classical music	composer,musician,piano,libretto,concerto,orchestra,opera,haydn,orchestral,violinist,beethoven,classical,pianist,violin,saxophone,instrument,musical,choreographer,guitarist,romantic,guitar,instrumentalist,folkloric,violino,melancholy,drummer,percussionist,cantata,operatic,bassist,dramatization,lyricist,saxophonist,symphony,expressionism,musicologist,composing,harpsichordist,musically,bach,clarinetist,musicalization,audio,reed
724	Computer science	programming,java,computing,compiler,programmer,computational,software,interpreter,program,computability,language,microprocessor,computer,unix,gnu,theory,mathematics,runtime,cryptographic,rustlang,python,linux,coding,javaserver,developer,rstudio,microcomputer,perl,hardware,rust,javabeans,rustfmt,perlscript,rustconf,google,scratcher,electronics,minicomputer,scratchx,microcontroller,rustcon,workstation,statlib,scratch,jdk,javadoc,supercomputer,scratchv,computationally,r,microelectronics,jvm,equipment,rustup,electronic,openjdk,scratching,rustfest,turing,technology,pagerank,searching,multiprocessor,jsp,processor,bytecode,mathematician,programmable,googlewhack,jsps,analytics,complexity,computable,searchable,cryptographer,algorithmic,raku,fortran,mathematical,computation,perll,cryptography,codebase,theoretic,compile,quantum,brinch,jni,jre,cryptanalysis,matlab,statistician,bing,processing,keywords,stata,rmarkdown,scripting,logician,neuroscience,claude,rakudo,erlang,perlmonks,web,developing,io,prototyping,ibm,browsing,multimedia,cgi,ieee,microsoft,biography,ranking,engineer,webpage,cipher,theorist,information,parser,programmed,cryptanalytic
726	Computing	software,macromedia,multimedia,freeware,microsoft,apps,hitachi,emulator,flashdevelop,proprietary,flashpoint,unix,vlc,vlckit,flash,adobe,scummvm,libdvdcss,libvlc,actionscript,flashblock,codecs,opensourceseeds,mpeg,browser,mathematician,opencourseware,sourceware,mplv,videolan,scumm,libvlcsharp,neumann,animation,videolinux,map,libavcodec,rhel,ffmpeg,opendocument,gps,openness,animator,playback,hitachienergy,vm,quantum,mapsense,ibm,rhat,explorer,animated,programmed,mathematics,hdv,mapquest,apple,telecom,tokyo,animate,streaming,hevc,emulation,realvideo,daiichi,mkv,libavformat,ecmascript,mapping,mozilla,copyright,broadmap,github,nokia,vonneumann,gamecube,powerflasher,mathematical,bellmac,ipados,quicktime,technician,linux,executables,trollvm,clicktoflash,virtualization,red,sourcing,discontinued,firefox,openbts,netscape,openstreetmap,forbes,mapped,mhi,macos,electronics,executable,license,telecommunication,openemr,licensing,heisenberg,openstructures,cellular,doom,mathematically,virtual,chrome,gmbh,adventuresoft,openmoko,scripting,shareware,japanese,obsolete,openrisc,licensed,telephone,toolbar,inventor,computational,company,telcordia,toshiaki,corporate,nobel,platform,xp,edge,opensource,iphone,navigation,subsidiary,computing,enterprise,webkit,bellcore,automatists,toolbars,wireless,smartphone,mobile,macworld,rhscl,iphones,fuji,engineer,intel,webgl,android,window,safari,internet,arithmetical,engineering,technology
765	Cricket	cricket,batsman,bowler,wicket,fielding,cricketer,umpire,bowled,batted,batting,psl,cricketing,bowling,wisden,inning,batsmanship,league,icc,pitch,afl,captained,wicketkeeping,wicketkeeper,wicketless,nrl,vfl,fielder,unbeaten,aflw,stadium,tournament,sporting,bat,park,championship,cricketarchive
770	Crime and Criminal Biography	convicted,mp,homicide,fbi,murderer,criminal,incarcerated,indicted,gangster,billionaire,notorious,killer,detective,prosecutor,murdering,deputy,murdered,outlaw,murder,accused,espionage,convict,autopsy,militant,robber,investigative,shooting,policeman,spy,gunshot,sheriff,jail,cia,fugitive,deposed,fatally,gunfire,violence,coroner,strangled,gunman,stabbing,patrol,burglary,bullet,conviction,victim,killed,martyr,racism,crime,assassination,investigation,undercover
785	Cycling	cyclist,cycling,giro,racing,competed,vuelta,riding,rider,racer,cycliste,cyclingnews,stade,athlete,raced,sportsman,medalist,ligue,sportswoman,aeronautical,tour,stadium,olympic,olympics,bike,bicycle,cyclo,biking,competing
805	Dams	hydroelectric,hydroelectricity,dam,river,flood,irrigation,basin,flooding,tributary,creek,embankment,hydropower,hoover,canyon,megawatt,gorge,freshwater,powerplant,aqueduct,hydrologically,floodwaters,reservoir,powerhouse,dammed,riverbank,grand,runoff,valley,watershed,catchment,hydraulic,reclamation,flooded,turbine,oroville,yamhill,aswan,lockage,lock,hydrological,gigawatts,floodplain,rampart,downstream,hydroproject,hydrology,headwater,slackwater,drain,lake,coulee,grandcouleedam,drought,upstream,industrialization,pump,waterline,electricity,waterway,fishing,ogden
893	Engineering	engineer,computer,hardware,engineering,workstation,technology,laptop,invented,notebook,microcomputer,microprocessor,wrought,invention,arup,lenovo,computing,iron,steel,electronics,minicomputer,robot,microcontroller,keyboard,dell,innovation,inventor,supercomputer,dome,ironmaking,macbook,robotic,microelectronics,toshiba,equipment,metallurgy,robotics,electronic,invent,steelmaking,lap,alloy,multiprocessor,invents,venue,computability,desktop,patent,netbook,desk,tandon,brittle,processor,programming,brittleness,programmable,pioneering,powerbook,thinkpad,arena,ironwork,admiralty,patented,greenwich,computable,blacksmithing,polytechnic,welded,portable,screen,organisation,industrialisation,chromebook,tablet,forged,locomotion,pioneered,britannica,regiment,actuator,discover,architect,metal,building,industrialised,metalworking,rust,blacksmith,redeveloped,ordnance,ironmongery,dockyard,construction,slag,tensile,railroading,artillery,locomotive,electrician,railroad,redevelopment,actuated,warehouse,architecture,rail,propulsion,industry,motion,motor,technician,architectural,fortified,manufacturer,automation,wheel,railway,machine,freight,axle,mechanical,designing,boiler,carpenter,cylinder,mechanic,designed,horsepower
956	Film/American cinema task force	screenplay,film,cartoon,cast,comic,musical,soundtrack,hollywood,oz,angeles,paramount,superman,actor,screenwriter,disney,beverly,californication,california,looney,kubrick,oscar,broadway,silents,animator,movie,animation,imax,directorial,comedy,sidekick,superhero,miniseries,cinematographer,scorsese,storyline,animated,filmmaker,starred,cameo,filmmaking,mgm
1055	Former countries	mahabharata,prussia,baltic,slavic,charlemagne,gandharas,gandhāras,gandhāra,gandhara,gāndhāra,caliph,gandharans,gandharan,gandhāran,gandhāris,gāndhārī,gandhari,yugoslavia,kievsky,yujiulü,frankish,pomerania,duchy,gandara,gandāra,yugoslav,mugulü,mùgúlǘ,peshawar,mahabhasiya,lombardian,chandragupta,yujilü,bolesław,scythianised,sakas,mahābhārata,lombard,carolingian,scythian,balkan,xiongnu,voivodeship,colonisation,silesia,colonization,silesian,czechoslovakia,annexed,saxony,carpathians,novgorod,donghu,migratory,sakastan,xianbei,bavarian,crimea,gaul,diaspora,immigrate,prussian,migrant,bahlikas,roman,tibet,tuoba,habsburg,wuiliba,assyria,sumer,achaemenid,byzantine,mongol,ottoman,soviet,kingdom,zanzibar
1102	Geography	sea,valley,river,gulf,ocean,oceanic,coastline,freshwater,island,atoll,río,rio,tributary,paso,urban,oceanography,municipal,suburb,wadi,ciudad,seawater,city,lake,desert,estuary,watershed,district,harbor,maritime,hydrological,reef,downstream,harbour,mountain,ashore,trough,arid,channel,offshore,waterway
1225	Human rights	slavery,enslaved,slave,klan,constitution,mamluk,independence,holocaust,mamluks,confederation,cctv,mameluk,mamlukization,mamluke,mameluks,mamluken,nazi,nazism,mamluq,naacp,mamelukes,mameluke,abolition,genocide,segregated,activism,nationalism,principle,sovereignty,oppression,emancipation,smuggling,unconstitutional,civil,constitutional,protest,segregation,autonomy,postwar,communist,suffrage,patriotic,protesting,disenfranchisement,imperialism,nationalist,colonialism,desegregating,segregationist,colonization,censoring,journalism,colonial,declaration,migrant,exploited
1319	Insects	insect,larva,mosquito,larval,pest,wasp,parasite,coleoptera,parasitic,insecticide,noctuidae,bee,beekeeping,beetle,honeybee,insecta,dragonfly,moth,beeswax,beehive,honey,caterpillar,wingspan,parasitoids,parasitoid,hive,apidae,lepidoptera,lepidopteran,nectar,microlepidoptera,pollen,macrolepidoptera,thuringiensis,pesticide,flea,mellifera,wasplike,coleopteran,waspweb,honeycrop,spodoptera,stagmatoptera,beekeeper,haemoptera,dytiscidae,hymenoptera,scarabaeoides,beeline,earworm,erebidae,earworms,beewolf,insectivorous,malaria,linnaeus,geometridae,hornet,fruitworm,parasitoidal,potatobeetle,entomoscelis,maize,amphiesmenoptera,vespidae,tortricidae,scarabaeus,bollworm,butterfly,lepidopterologica,meropidae,helicoverpa,ant,scorpionflies,diptera,braconidae,eucharitidae,honeycomb,pompilidae,dengue,glider,ischnopsyllidae,aphelinidae,culicidae,insecticidal,arthropod,anthonomus,potato,siphonaptera,worm,boreidae,malacopsyllidae,trichogrammatidae,hymenopteran,dorytomus,rhinoceros,omaspides,globe,libellulidae,hispidus,anoedopoda,verrucivorus,plasmodium,balteatus,corn,skimmer,pestis,fly,gnat,froghopper,chimaeropsyllidae,winged,cerana,pseudopulicidae,pantala,hectopsyllidae,lepidopterous,nannochoristidae,hivemates,apis,symbiotic,sandfly,flying,proboscis,solanum,invertebrate,hemiptera,ceranae,mayfly,tipulidae,indo,panmictic,wanderlibelle,flavescens,wing,pollination,zoological,colorado,migratory,bumblebee,flight,coleomegilla,leptinotarsa,biodiversity,foraging,fungus,infestation,entomologist,agricultural
1343	Islam	muhammad,muslim,caliph,prophet,quran,caliphate,ʿalī,mughal,abbasid,quranic,mohammad,islamic,islam,moḥammad,sunni,syed,shia,caliphal,imam,mughals,rashidun,rāshidūn,ishmaelites,ishmael,ibrāhīm,ibrahim,muhammadan,muhammadiya,allah,ahmadiyya,ahmadiya,imamate,abbasids,mohammedanism,mohammedan,muḥammad,qarakhanids,ghurids,mosque
1368	Japan	japan,japanese,tokyo,nikkei,meiji,tokugawa,nikkō,nikko,muromachi,osaka,hokkaidō,shogun,shōgun,nippon,kyushu,ashikaga,chiba,campus,fukuoka,shinshu,nagoya,okinawa,kagoshima,meitoku,shizuoka,saijō,zaibatsu,shikoku,fukui,fuji,kayokyoku,fukushima,kumamoto
1371	Japan/Biography task force	japanese,nippon,takashi,akihito,aoki,japan,naruhito,nagatomo,tokugawa,nobuyoshi,nobuyuki,ichiro,nobuyasu,takuya,daisuke,ayaka,hirono,nakanishi,hirohito,nobutaka,hideyoshi,takamiyama,takada,nobuhiro,kosuke,mikiko,nobumasa,shogo,nobunari,nobusada,nobuzumi,keiji,nakata,okabayashi,nobutada,nishioka,toshiaki,odanobunaga,kuraki,toshi,musashi,kenshi,hiroyoshi,ayano,yuka,michiko,tsuyoshi,yoshida,shinichi,tanaka,shintaro,owada,yuki,aiko,tsubasa,masako,kawashima,kazufumi,utada,yuriko,mikako
1412	Jewish history	judah,jewish,judaism,jerusalem,testament,judea,solomon,israeli,hebrew,solomonic,temple,jew,hezekiah,hasmoneans,hasmonean,davidic,jewishness,synagogue,judean,israel,judaea,zion,galilee,judaean,mossad
1457	Languages	hindi,bengali,marathi,arabic,indian,syriac,kannada,tamil,hebrew,sanskrit,pakistani,indo,persian,urdu,creole,linguistics,lingua,marāṭhī,language,telugu,bilingual,latin,turkic,latinum,punjabi,linguistic,multilingual,latinus,french,latinised,français,française,assyrian,aramaic,arabized,arabization,francophone,chinese,anglophone,gujarati,dialect,romanization,francization,greek,francophonies,pronunciation,monolingual,speak,taiwanese,morphological,bilingualism,linguist,germanic,japanese,italian,lingual,morphology,spanish,english,mandarin,vernacular,cantonese,multilingualism
1509	Literature	novelist,literature,writer,poetry,romanticism,literary,poet,romanticizing,screenwriter,biography,author,folkloric,poetics,novel,biographer,book,pulitzer,screenplay,essayist,autobiography,publisher,writing,write,nonfiction,trilogy
1565	Medicine	medication,pharmacology,herbal,herb,stimulant,plant,herbalism,phytochemical,lisdexamfetamine,methyltestosterone,méthyltestostérone,methyltestosteron,ginkgo,hypericum,ginkgoopsida,methylestradiol,hypericaceae,gingko,dihydrotestosterone,ginkgoales,ginkjo,antiandrogens,ethyltestosterone,methylandrost,benzodiazepine,ginkgolides,levoamphetamine,androgen,gabapentin,metiltestosterone,dextroamphetamine,peganum,pharmacodynamics,metiltestosterona,estrogenicity,methylphenidate,estrogen,testosterone,harmaline,dehydroepiandrosterone,antidepressant,hormone,ginnan,steroid,ginkgolic,estrogenic,avicenna,ethylene,lysine,biochemistry,neurotransmitter,phenethylamine,medicinal,phenibut,hypericin,androgenic,harmalol,adderall,depressant,gabapentinoid,harmine,hyperici,perforatum,monoamine,serotonin,pharmacokinetics,anxiolytic,ethylating,vyvanse,theologian,tianeptine,harmala,perforated,alkaloid,glutamate,menopausal,anticonvulsant,amphetamine,fermentation,herbicide,avicennan,gabapentinoids,harmel,crystallography,herba,alkanols,medicine,prescribed,paroxetine,antipsychotic,phenethylamines,pharmacologically,herbology,norepinephrine,adhd,hyperforin,inhibitor,protohypericin,dopamine,supplement,pseudohypericin,antibiotic,diethylcarbamazine,antipruritic,complementary,antibacterial,loratadine,ribosome,biomedical,antimigraine,medical,analgesic,therapeutic,fluphenazine,antiprotozoal,hydralazine,chlorpromazine,medicine
1625	Middle Ages	prussia,mamluk,mamluks,mameluk,mamlukization,pomerania,duchy,mamluke,mameluks,mamluken,mamluq,mamelukes,mameluke,silesia,tbilisi,silesian,medieval,prussian,mecklenburgian,mecklenburgians,baroque,celtic,middle,ages
1630	Military history	regiment,regimental,jacobite,infantry,brigade,troop,army,mamluk,pilot,mamluks,admiral,sergeant,mameluk,mamlukization,mamluke,mameluks,mamluken,naval,lieutenant,mamluq,navy,mamelukes,mameluke,battleship,soldier,grenadier,submarine,brigadier,military,commandery,colonel,officer,squadron,infantryman,fleet,cavalry,fortified,corporal,Military,history
1656	Military history/Maritime warfare task force	admiral,naval,captain,fleet,navy,seaman,ensign,privateer,commanded,sailor,lieutenant,admiralty,napoleonic,battleship,marine,lindbergh,submarine,harbor,commander,jellicoe,napoleon,warship,nelson,nautical,general,sergeant,frigate,midshipman,colonel,wartime,royal,oceanographer,enlisted,gunboat,artillery,Maritime,warfare
1715	Motorsport	motorsport,racing,prix,motorsport,motorsports,campeonato,raced,fia,competing,driver,speedway,racetrack,mclaren,ferrari,sportscar,nascar,indycar,driving,indycars,racer,competed,brabham,qualifying,racecourse,indianapolis,sporting,indy,alonso,daytona,hulme,raikkonen,raceway,indiana,kartways,schumacher,rosberg,yoong,racecars,pirelli,mosport,kart,jenson,renault,sportscars,motocross,andretti,monaco,formula,supercars,enzo,ferraris,drove,chase,nigel,mercedes,sportsman,car,overtaking,commentator,crashed,farnham,Motorsport
1773	Netherlands	ruud,eindhoven,arubans,aruba,aruban,arubano,verstappen,koeman,netherlands,gullit,nederlanden,holland,bronckhorst,orange,amsterdam,stam,rijkaard,dutch,bergkamp,oranjestad,adrie,zonderland,feyenoord,sneijder,johan,willem,netherlands
1970	Photography	photographer,camera,photographic,photography,photographing,nikon,photograph,photojournalism,dslr,lens,photojournalist,photographed,portrait,nikonos,nikomat,nikkor,canon,nikkon,nikkormat,dslrs,canonflex,fujifilm,vishniac,photomicroscopy,exhibition,exhibited,kodak,gallery,exhibit,photo,modernism,photolithography,foto,filmmaker,filmmaking,filming,Photography
2006	Politics	diplomat,constituency,politician,representative,democratic,diplomatic,democratica,congresswoman,socialist,chancellor,communist,political,partisan,congressional,sovereignty,republic,trudeau,legislator,mayor,senator,election,assemblywoman,voter,governor,tory,republican,minister,Politics
2213	Skiing and Snowboarding	ski,skiing,olympics,olympic,skier,medalist,medal,slalom,alpine,skieur,aspen,snowboard,skied,snowboarder,skiracing,snowsports,snowboarding
2272	Southeast Asia	cambodia,thai,myanmar,thailand,burmese,lao,vietnamese,burma,asia,cambodian,indochina,khmer,bangkok,ayutthaya,siam,vietnam,siamese,ayutthayan,viet,indonesia,malay,garuda,vietnamization,chiang,kanchanaburi,nguyen,vietnamienne,saigon,ayudhya,ayuthaya,vishnu,asian,hindu,garula,angkor,hanoi,asean,burmans,shiva,angkorian,rigveda,mekong,malaysia,hinduism,sirindhorn,indonesian,vajiralongkorn,srinakharinwirot,chonburi,kyaw,alaungpaya,minkhaung,uthong,luang,tabinshwehti,naungdawgyi,hanthawaddy,southeastasia
2365	Television	cartoon,cast,itv,acting,actress,actor,spongebob,aljazeera,sitcom,xena,disney,bbc,broadcast,channel,broadcasting,presenter,msnbc,newsfeed,hbo,nickelodeon,nbc,newscaster,gmtv,globecast,mtv,bafta,television,episode,sportscaster,primetime,emmy,comedy,premiered,showrunner,uktv,season,documentary,television
2429	Tennis	tennis,wimbledon,federer,djokovic,nadal,novak,wta,tournament,racquet,gasquet,hewitt,roddick,atp,tsonga,volleyer,volley,racket,zvonereva,navratilova,tennisclub,itf,forehand,slam,backhand,tennis
2465	Trains	trains,railway,rail,railroad,tramlink,crossrail,tramline,metrolink,amtrak,terminus,monorail,train,railtrack
2741	Video games	video games,arcade,gaming,nintendo,sega,playstation,wii,emulation,gameplay,atari,bethesda,simulated,freeware,doom,software,microsoft,mmorpg,fallout,gamers,gamer,xbox,scummvm,mobygames,fighter,simcity,platform,taiko,tatsujin,simulator,neogeo,capcom,wolfenstein,tekken,animator,pixar,wasteland,machinegames,quakeworld,console,gamepad,webgl,opengl,simtown,softworks,tatakon,gamecube,executables,warcraft,simcopter,gamepros,amiga,gamepro,quake,kunio,wargame,playable,halo,gamertags,gamescom
